ID,Foerderung,Website,Frage,Hilfestellung,Denkmalschutz,Maßnahmen nicht begonnen,min. Alter,max. Alter
2465,,,"Kommen fossile Brennstoffe (z. B. Heizöl, Erdgas) zum Einsatz?",,,,,
2087,,,"Kommen keine fossilen Brennstoffe (z. B. Heizöl, Erdgas) zum Einsatz?",,,,,
1894,,,"Können Sie belegen, dass durch die Nutzung der Abwärme keine Effizienzmaßnahmen verhindert werden?",,,,,
2485,,,"Können Sie bestätigen, dass die Anträge und erforderlichen Unterlagen in deutscher Sprache spätestens drei Monate nach Umsetzung der Maßnahmen vorgelegt werden?",,,,,
2390,,,Können Sie der Bewilligungsbehörde Entsorgungsbescheinigungen für die Altanlagen vorlegen?,,,,,
2035,Klimafreundliches Wohnen und Arbeiten - Ladeinfrastruktur für Elektroautos,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,"Können Sie die Nutzung eines Elektroautos mit reinem Elektroantrieb oder Plug-In-Hybridantrieb nachweisen (z. B. durch Eigentum, rechtsverbindliche Bestellung, Leasingvertrag oder dienstliche Nutzung)?",,,,,
2545,,,Können Sie nach Abschluss der Baumaßnahmen der IFB Hamburg Nachweise über Umfang und Qualität der durchgeführten Maßnahmen vorlegen?,,,,,
2550,,,Können vorrangig andere Förderprogramme für diese Maßnahme nicht in Anspruch genommen werden?,,,,,
2532,,,Liegen die öffentlich-rechtlichen Genehmigungen vor und wurden diese mit dem Antrag eingereicht?,,,,,
2386,,,"Liegen öffentlich-rechtliche Genehmigungen für das Vorhaben vor, und werden diese mit dem Antrag eingereicht?",,,,,
2365,Modernisierungs- und Instandsetzungsmaßnahmen an privaten Gebäuden und Freiflächen im Sanierungsgebiet „Schinkel“,"https://service.osnabrueck.de/dienstleistungen/-/egov-bis-detail/dienstleistung/386893/show#:~:text=F%C3%BCr%20die%20beantragten%20Projekte%20wird,und%20wirkt%20in%20das%20Gebiet",Liegt das Grundstück im förmlich festgelegten Sanierungsgebiet „Schinkel“ und weist es Missstände oder Mängel auf?,,,,,
2429,progres.nrw - Klimaschutztechnik: Wärme- und Kältespeicher,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/fernwaermeleitungen-waermekonzepte/foerderung-von-waerme-und-kaeltespeichern,,,,,,
2305,,,Liegt der Bauantrag oder die Bauanzeige für das Wohngebäude zum Zeitpunkt der Antragstellung mindestens zehn Jahre zurück?,,,,,
2058,Bundesministerium der Finanzen - Handwerkerleistungen steuerlich absetzbar (§35a EStG),https://www.gesetze-im-internet.de/estg/__35a.html,Liegt der Betrag der Arbeitskosten zwischen 300 und 6.000 Euro?,,,,,
2537,,,"Liegt der Wärmeschutz der opaken Bauteile unter 0,15 W/m²K und der transluzenten Bauteile unter 0,8 W/m²K?",,,,,
1579,,,"Liegt die Anfangsmiete nach der Modernisierung höchstens bei 6,80 €/m² Wohnfläche monatlich (netto/kalt)?",,,,,
2540,,,"Liegt die Luftwechselrate bei 50 Pa Druckdifferenz (n50-Wert) bei maximal 0,6 pro Stunde?",,,,,
2501,,,"Liegt die Luftwechselrate bei 50 Pa Druckdifferenz (n50-Wert) unter maximal 1,0 pro Stunde?",,,,,
1582,"Modernisierungs-, Instandsetzungs- und Energieeinsparmaßnahmen",https://www.speyer.de/de/standort/stadtentwicklung/stadtumbau/modernisierungsfoerderung/,Liegt die Maßnahme im Stadtumbaugebiet „Entwicklungsband Kernstadt-Nord“?,,,,,
1616,,,"Liegt ein Beratungsbericht vor, der in Kopie mit dem Antrag auf Förderung eingereicht werden kann?",,,,,
1862,,,Liegt ein gültiger Kostenvoranschlag für die beantragte Maßnahme vor?,,,,,
1852,,,"Liegt ein Hamburger Energiepass oder ein individueller Sanierungsfahrplan (iSFP) vor, der nicht älter als 5 Jahre ist und von einer autorisierten Energieexpertin bzw. einem Experten der IFB Hamburg erstellt wurde?",,,,,
2564,,,Liegt ein individueller Sanierungsfahrplan (iSFP) oder ein Energieberatungsbericht sowie der Bauteilnachweis (U-Wert-Berechnung) für die zu sanierenden Bauteile vor?,,,,,
2167,,,Liegt ein landwirtschaftliches Nutzungskonzept für mindestens 3 Jahre vor?,,,,,
1973,,,Liegt ein Nachweis der Energieberatung (Leistungsschein oder Beratungsprotokoll) vor?,,,,,
1847,,,"Liegt ein Nachweis durch die zuständige Behörde (Denkmalschutzamt, Stadtplanungsabteilung) oder durch die Qualitätssicherung Backstein vor, dass die Fassade nicht überdämmt werden darf?",,,,,
1690,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
1710,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
1730,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
1901,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2033,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2090,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2093,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2109,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2169,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2193,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2233,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2302,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2314,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung der Förderung vor?,,,,,
2309,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung einer Förderung vor?,,,,,
2377,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung einer Förderung vor?,,,,,
2527,,,Liegt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Beantragung einer Förderung vor?,,,,,
2472,,,Liegt ein positiver Förderbescheid für die energetische Sanierungsberatung vor?,,,,,
2547,,,Liegt ein positiver Schlussbericht der Qualitätssicherung Energie vor?,,,,,
2210,,,Liegt eine Bauzeichnung im Maßstab 1:100 sowie ein Lageplan des Gebäudes vor?,,,,,
2294,,,Liegt eine Bescheinigung der Gemeinde über die Durchführung der begünstigten Maßnahmen vor?,,,,,
2318,,,Liegt eine Bescheinigung eines Fachunternehmens zur sach- und fachgerechten Installation der Wärmepumpenanlage vor?,,,,,
2556,,,Liegt eine Einverständniserklärung der Eigentümergemeinschaft vor (falls Miteigentum besteht)?,,,,,
2555,Förderung privater Photovoltaik-Kleinanlagen,https://www.kirchlengern.de/index.php?object=tx%7C3158.31&ModID=10&FID=3158.2.1&ort=393.2&k_sub=1&sfwort=1,Liegt eine Einverständniserklärung der Vermieterin oder des Vermieters vor?,,,,,
2012,Klimafreundliches Wohnen und Arbeiten - Neubauten: Energieeffiziente Wohngebäude,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,Liegt eine gültige Baugenehmigung oder ein Vertrag mit einem Bauträger vor?,,,,,
1693,,,Liegt für das Projekt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Förderung vor?,,,,,
1713,,,Liegt für das Projekt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Förderung vor?,,,,,
1733,,,Liegt für das Projekt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Förderung vor?,,,,,
1904,,,Liegt für das Projekt ein positiver Beschluss des LAG-Entscheidungsgremiums zur Förderung vor?,,,,,
1966,Erneuerbare-Energien-Gesetz (EEG): Windenergie an Land,https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/ErneuerbareEnergien/EEG_Foerderung/start.html#doc899816bodyText6,"Liegt für die Anlage eine gültige BImSchG-Genehmigung vor, und wurde die Anlage spätestens drei Wochen vor der Auktion im Register der Bundesnetzagentur (BNetzA) gemeldet?",,,,,
1626,,,Liegt für die Maßnahme eine erforderliche Baugenehmigung oder andere rechtlich vorgeschriebene Genehmigungen vor?,,,,,
2529,,,Liegt für jedes Projekt ein positiver Beschluss des LAG-Entscheidungsgremiums vor?,,,,,
2391,,,Liegt keine gesetzliche Pflicht zur Außerbetriebnahme der alten Geräte vor?,,,,,
1963,,,"Nutzen die Wärmepumpenanlage Erdwärme, Wasser oder Abwärme als Wärmequelle?",,,,,
2236,,,"Nutzen Sie die Leipziger Vorteile, um zusätzliche Euros je Angebot zu erhalten?",,,,,
1990,,,"Sichert der/die Antragsteller:in zu, über einen Zeitraum von mindestens zehn Jahren die Erhaltung und Pflege der neu hergerichteten Fläche(n) bzw. Installation(en) sicherzustellen?",,,,,
2324,,,Sind alle erforderlichen öffentlich-rechtlichen Genehmigungen vorhanden und werden sie mit dem Antrag eingereicht?,,,,,
2357,,,Sind alle erforderlichen öffentlich-rechtlichen Genehmigungen vorhanden und wurden diese mit dem Antrag eingereicht?,,,,,
2239,,,Sind alle für die Durchführung erforderlichen öffentlich-rechtlichen Genehmigungen vorhanden und können diese mit dem Antrag eingereicht werden?,,,,,
2204,,,Sind alle für die Durchführung erforderlichen öffentlich-rechtlichen Genehmigungen vorhanden und mit dem Antrag eingereicht worden?,,,,,
2249,,,Sind alle Kosten der Sanierungsmaßnahmen durch Rechnungen und Zahlungsbelege nachgewiesen?,,,,,
2178,,,"Sind alle Maßnahmen und Förderungen im Einklang mit den De-minimis-Beihilferegelungen der EU, wonach Unternehmen innerhalb von drei Jahren nicht mehr als 200.000 EUR aus öffentlichen Fördergeldern erhalten dürfen?",,,,,
2253,,,Sind alle öffentlich-rechtlichen Genehmigungen vorhanden und können mit dem Antrag eingereicht werden?,,,,,
2154,,,"Sind alle öffentlich-rechtlichen Genehmigungen, die zur Durchführung des Vorhabens erforderlich sind, vorhanden und können mit dem Antrag eingereicht werden?",,,,,
2546,,,Sind ausführliche Berechnungsunterlagen (außer bei Einzelmaßnahmen wie Dachgeschossausbau und Aufstockung) vorhanden und bereit zur Vorlage?,,,,,
2503,,,Sind Bauzeichnungen im Maßstab 1:100 und ein Lageplan des Gebäudes vorgelegt?,,,,,
2272,,,"Sind die Antragstellenden bereit, die durch die Stadt Oldenburg erhobenen Daten anonym zu statistischen Zwecken oder zur Weiterentwicklung des Förderprogramms nutzen zu lassen?",,,,,
2273,,,"Sind die Antragstellenden einverstanden, dass die Stadt Oldenburg bis zur Bewilligung der Fördermittel die Bauausführung der Maßnahme kontrollieren kann?",,,,,
2326,,,Sind die beantragten Anlagen im Rahmen der Bundesförderung für effiziente Gebäude – Programmbereich Einzelmaßnahmen beim Bundesamt für Wirtschaft und Ausfuhrkontrolle als förderwürdig eingestuft?,,,,,
2188,,,,,,,,
2148,,,,,,,,
2016,,,Sind die geförderten Gebäude und Wohneinheiten für mindestens 10 Jahre zweckentsprechend vorgesehen?,,,,,
2119,,,Sind die Maßnahmen an eine Förderung aus der „Richtlinie für die Bundesförderung für effiziente Gebäude - Einzelmaßnahmen (BEG EM)“ gebunden?,,,,,
2396,,,Sind die Maßnahmen an eine Förderung gemäß BEG EM gebunden und erfüllen sie die entsprechenden Technischen Mindestanforderungen (TMA)?,,,,,
2456,,,Sind die Maßnahmen an eine Förderung gemäß der „Richtlinie für die Bundesförderung für effiziente Gebäude - Einzelmaßnahmen (BEG EM)“ gebunden?,,,,,
2405,,,Sind die Maßnahmen an eine Förderung gemäß der BEG EM Richtlinie gebunden und werden die Technischen Mindestanforderungen (TMA) erfüllt?,,,,,
2454,,,"Sind die Maßnahmen Bestandteil der energetischen Sanierungsberatung mit dem Ziel, mindestens den Energiestandard EH55 zu erreichen?",,,,,
2471,,,Sind die Maßnahmen Bestandteil einer energetischen Sanierungsberatung mit einem Zielstandard von mindestens EH55?,,,,,
2116,,,"Sind die Maßnahmen Bestandteil einer energetischen Sanierungsberatung, die im FKG beantragt wurde und nach Abschluss mindestens den Energiestandard EH55 erreicht?",,,,,
1924,,,"Sind die Maßnahmen Bestandteil einer im FKG beantragbaren energetischen Sanierungsberatung, bei der nach Durchführung aller Maßnahmen mindestens der Energiestandard EH55 erreicht wird?",,,,,
2267,,,"Sind die Überdachungsmodule durch das DIBt (Deutsches Institut für Bautechnik) für die Überkopfmontage zertifiziert, und wird mindestens eine Spitzenleistung von 3 Kilowatt Peak installiert?",,,,,
1789,,,"Sind Fenster, Türen, Terrassenbeläge oder andere nicht förderfähige Innenausbauelemente Teil der Förderung?",,,,,
2494,,,"Sind mindestens ein Wärmemengenzähler und ein Stromzähler eingebaut, um die abgegebene Wärme sowie den aufgenommenen Strom zu erfassen?",,,,,
2343,,,Sind Rechnungen und Einstellprotokolle zur Bestätigung des hydraulischen Abgleichs vorhanden?,,,,,
1598,,,Sind Sie als Verband der Teilnehmergemeinschaften oder als Teilnehmergemeinschaft organisiert?,,,,,
1762,,,"Sind Sie bereit, den Batteriespeicher mindestens 5 Jahre in Ihrem Eigentum zu behalten und in diesem Zeitraum zweckentsprechend zu betreiben beziehungsweise zu nutzen?",,,,,
2289,,,"Sind Sie bereit, der Antrags- und Bewilligungsstelle für ein regelmäßiges Monitoring über einen Zeitraum von 5 Jahren jährlich die Betriebsdaten (z. B. Energieverbrauch, Brennstoffverbrauch) zur Verfügung zu stellen?",,,,,
1601,,,"Sind Sie bereit, die Zweckbindungsfrist von 12 Jahren für Grundstücke, Bauten und bauliche Anlagen sowie 5 Jahren für Maschinen, technische Einrichtungen und Geräte einzuhalten?",,,,,
2282,,,"Sind Sie bereit, für den Kredit bankübliche Sicherheiten zu bieten?",,,,,
1618,,,"Sind Sie bereit, Ihre Mieterinnen und Mieter unaufgefordert darüber zu informieren, dass keine Umlage der Kosten auf sie erfolgt?",,,,,
1617,Geringinvestive Maßnahmen,https://www.ifbhh.de/foerderprogramm/geringinvestive-massnahmen,"Sind Sie damit einverstanden, dass die durch die Förderung finanzierten Maßnahmen nicht auf Mieterinnen und Mieter umgelegt werden dürfen?",,,,,
2481,,,"Sind Sie damit einverstanden, dass eine nicht genehmigungsfreie Anlage so umgebaut werden muss, dass sie keine öffentlich-rechtlichen Vorschriften verletzt, um eine Rückforderung der Fördermittel zu vermeiden?",,,,,
2480,,,"Sind Sie damit einverstanden, dass Stecker-Solargeräte im Falle eines Umzugs mitgenommen werden können, aber nur, wenn der neue Standort weiterhin innerhalb des Stadtgebiets Bonn liegt?",,,,,
2286,Altbausanierung Mainz Plus,https://www.mainzer-stiftung.de/foerderprogramme/altbausanierung/,Sind Sie eine natürliche Person und Eigentümer des Sanierungsobjektes?,,,,,
2235,Umwelt.plus-Bonus,"https://www.l.de/stadtwerke/privatkunden/service/umwelt-plus-programm/#:~:text=Mehr%20Energieeffizienz%20für%20dein%20Zuhause,dein%20Energiebewusstsein%20mit%20attraktiven%20Zuschüssen.",Sind Sie Kunde der Leipziger Stadtwerke?,,,,,
1676,,,Sind Sie nicht Eigentümer:in des Gebäudes?,,,,,
1661,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
1704,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
1717,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
1803,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
1977,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2020,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2053,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2113,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2126,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2140,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
2350,,,"Sind Sie selbst Eigentümer:in des Gebäudes, oder – falls nicht – haben Sie vor Antragstellung die Gebäudeeigentümerin bzw. den Gebäudeeigentümer über die Förderung und die maximale Förderhöhe informiert?",,,,,
1998,,,"Sind Sie sich bewusst, dass ab 2023 die jährliche Förderung auf 4.000 Vollbenutzungsstunden begrenzt ist?",,,,,
2577,,,"Sind Sie sich bewusst, dass ausschließlich Materialkosten für Eigenbauleistungen förderfähig sind und die Gemeinde über die Förderwürdigkeit nach eigenem Ermessen entscheidet?",,,,,
1818,Förderung regenerativer Wärme im Bestand,https://service.braunschweig.de/dienstleistungen/-/egov-bis-detail/dienstleistung/64441/show,"Sind Sie sich bewusst, dass die Bewilligung der Förderung als freiwillige Leistung der Stadt Braunschweig erfolgt und kein Rechtsanspruch darauf besteht?",,,,,
2572,,,"Sind Sie sich bewusst, dass die Förderung und Fördersumme erst mit dem Schreiben der Gemeinde in Aussicht gestellt wird und Maßnahmen auf eigenes Risiko begonnen werden können?",,,,,
2479,,,"Sollten Sie die Anlage veräußern, stellen Sie sicher, dass der Rechtsnachfolger sie bis zur Mindestbetriebszeit von 10 Jahren weiterbetreibt?",,,,,
2028,,,"Stehen der Bewilligung einer Maßnahme keine anderweitigen Rechtsvorschriften oder Auflagen entgegen, wie z. B. städtische Satzungen (Bebauungspläne, Vorgartensatzung), denkmalschutzrechtliche Vorschriften oder Bundesgesetze?",,,,,
1992,,,"Stehen der Maßnahme keine planungs-, bau- oder denkmalschutzrechtlichen Belange entgegen?",,,,,
2005,,,"Steht das Gebäude, dessen Dach gedämmt werden soll, im Eigentum des:der Antragstellenden?",,,,,
2162,,,"Steht die Anlage in einem räumlich-funktionalen Zusammenhang mit einem im Außenbereich privilegierten Betrieb der Landwirtschaft, des Forsts oder des Gartenbaus?",,,,,
2371,,,Stellen Sie einen FKG-Förderantrag in Kombination mit einem Förderantrag bei der BAFA oder KfW Bundesförderung Energieeffiziente Gebäude – Wohngebäude (BEG WG)?,,,,,
2475,Förderprogramm Solares Bonn,https://www.bonn.de/themen-entdecken/umwelt-natur/foerderprogramm-solares-bonn.php,"Stimmen Sie zu, dass die Stadt Bonn eine Vor-Ort-Prüfung durchführen darf und das Objekt nach Absprache betreten werden kann?",,,,,
2295,Heimat-Digital-Regional-Förderrichtlinie,https://www.stmfh.bayern.de/heimat/regionale_identitaet/,Stimmt das Projekt mit den Festlegungen des Landesentwicklungsprogramms Bayern und der einschlägigen Regionalpläne überein?,,,,,
2296,,,Stimmt das Projekt mit vorhandenen regionalen Entwicklungsstrategien überein?,,,,,
1678,,,Trägt die geförderte Maßnahme zur Verbesserung des energetischen Niveaus des Gebäudes bei?,,,,,
1706,,,Trägt die geförderte Maßnahme zur Verbesserung des energetischen Niveaus des Gebäudes bei?,,,,,
1719,,,Trägt die geförderte Maßnahme zur Verbesserung des energetischen Niveaus des Gebäudes bei?,,,,,
2568,,,Trifft eine der folgenden Ausnahmen für den hydraulischen Abgleich zu?,,,,,
2297,,,Überschneidet sich das Projekt nicht mit bestehenden Fachförderprogrammen?,,,,,
1996,,,Überschreitet die elektrische KWK-Leistung 50 kWel?,,,,,
2161,Erneuerbare-Energien-Gesetz (EEG): Photovoltaik - AgriPV,https://www.bmel.de/DE/themen/landwirtschaft/klimaschutz/Agri-PV.html,"Überschreitet die Grundfläche der Anlage 2,5 ha?",,,,,
1932,,,Überschreitet die installierte Bruttonennleistung der Photovoltaikanlage 30 kW (peak)?,,,,,
2533,,,Übersteigen die beantragten Zuwendungen die Bagatellgrenze von 350 Euro?,,,,,
1771,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
1943,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
1959,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
2155,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
2205,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
2240,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
2254,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
1697,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 500 Euro?,,,,,
2358,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
2432,,,Übersteigt die beantragte Fördersumme die Bagatellgrenze von 350 Euro?,,,,,
1637,,,Überwiegt die gewerbliche Nutzung der Ladeinfrastruktur nicht?,,,,,
2539,,,Unterschreitet der Jahresprimärenergiebedarf QP 40 kWh/m²a?,,,,,
2360,,,"Verfügen die eingesetzten Elektrolyseure, Wasserstoffspeicher und Heizkessel über eine CE-Kennzeichnung?",,,,,
2078,Förderung im Wohnungsbau Bayern,https://www.stmb.bayern.de/wohnen/foerderung/index.php,Verfügen die geförderten Wohnungen über eine Sozialbindung von mindestens 25 Jahren?,,,,,
2226,,,Verfügt die Berater:in über die geforderte Qualifikation (Ingenieur:in oder Elektrotechniker:in mit einschlägiger Fortbildung oder beruflicher Erfahrung im Bereich Photovoltaik)?,,,,,
2538,,,"Verfügt die Zu-/Abluftanlage über eine hocheffiziente Wärmerückgewinnung, die einen Heizwärmebedarf QH von maximal 15 kWh/m²a sicherstellt?",,,,,
2476,,,"Verpflichten Sie sich, die geförderte Anlage mindestens zehn Jahre ab Inbetriebnahme am Standort bestimmungsgemäß zu betreiben?",,,,,
2469,,,"Verpflichten Sie sich, die geförderte Dachbegrünung mindestens zehn Jahre nach Fertigstellung zu erhalten?",,,,,
2027,,,"Verzichten die Zuwendungsempfänger:innen mit der Antragstellung auf die Umlage der im Förderantrag geltend gemachten Investitionskosten auf eine etwaige Miete, sodass durch das geförderte Projekt keine Mieterhöhung erfolgt?",,,,,
1585,,,Weist das Gebäude nach der Modernisierung eine verbleibende Restnutzungszeit von mindestens 30 Jahren auf?,,,,,
2452,,,"Wenn es sich um eine Bürgerenergiegesellschaft handelt:  
   a. Hat die Gesellschaft mindestens 50 natürliche Personen als stimmberechtigte Mitglieder?",,,,,
2339,,,Werden – mit Ausnahme bei Einzelmaßnahmen wie Dachgeschossausbau oder Aufstockung – die ausführlichen Berechnungsunterlagen vollständig eingereicht?,,,,,
2114,,,Werden alle Anforderungen an die Leistung des Energieeffizienz-Experten gemäß Förderrichtlinie eingehalten?,,,,,
1654,,,Werden alle Angebote und Zahlungen in der Währung Euro vorgelegt und abgewickelt?,,,,,
1606,,,Werden alle Arbeiten ausschließlich durch Fachunternehmen durchgeführt?,,,,,
1668,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
1724,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
1953,,,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2498,,,Werden alle erforderlichen öffentlich-rechtlichen Genehmigungen mit dem Antrag eingereicht?,,,,,
2473,,,"Werden alle Maßnahmen für das gesamte Gebäude umgesetzt, nicht nur für einzelne Wohnungen?",,,,,
2221,,,Werden alle technischen Mindestanforderungen aus dem Richtlinienheft eingehalten und nachgewiesen?,,,,,
2217,,,Werden alle technischen Mindestanforderungen der Förderrichtlinie eingehalten?,,,,,
2039,Gebäudehülle optimal gedämmt Freiburg im Breisgau,https://www.freiburg.de/pb/1849919.html,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2147,Förderprogramm Klimafreundlich Wohnender Stadt Freiburg im Breisgau,"https://www.freiburg.de/pb/,Lde/1453889.html",Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
2187,Stromerzeugung erneuerbar Freiburg im Breisgau,https://www.freiburg.de/pb/1849919.html,Werden alle Arbeiten ausschließlich von Fachunternehmen durchgeführt?,,,,,
1788,,,Werden ausschließlich förderfähige Baustoffe gemäß der aktuellen CO2-Tool-Liste verwendet?,,,,,
1785,,,Werden ausschließlich Holzwerkstoffe der Emissionsklassen mit dem Nachweis E1 oder F0 verwendet?,,,,,
2265,„Förderprogramm Photovoltaik“ in Oldenburg,https://serviceportal.oldenburg.de/buergerservice/dienstleistungen/foerderprogramm-photovoltaik-900000986-0.html?myMedium=1&vs=1,Werden ausschließlich in den Markt eingeführte Anlagen gefördert?,,,,,
2219,,,"Werden ausschließlich Leistungen von Fachunternehmen in Anspruch genommen, und werden dabei keine Eigenleistungen geltend gemacht?",,,,,
2421,,,,,,,,
1608,,,,,,,,
2183,,,,,,,,
2220,,,,,,,,
1930,,,Werden bei der Durchführung von Einzelmaßnahmen in mehreren Schritten jeweils alle Flächen des Bauteils gedämmt?,,,,,
2573,,,"Werden bei der Maßnahme alle relevanten öffentlich-rechtlichen Vorschriften, technischen Baubestimmungen, anerkannten Regeln der Technik und die gültige Fassung des Gebäudeenergiegesetzes (GEG) eingehalten?",,,,,
2009,,,Werden die aktuell gültigen Vorgaben zur Anmeldung einer steckerfertigen PV-Anlage eingehalten?,,,,,
1985,,,"Werden die Anforderungen des Gebäudeenergiegesetzes (GEG) eingehalten, oder liegt eine bescheinigte Ausnahme vor?",,,,,
2134,,,Werden die Anlagen zur Nutzung von Solarenergie durch eine Fachfirma installiert?,,,,,
2047,,,"Werden die Arbeiten vollständig von Fachunternehmen durchgeführt, ohne Eigenleistungen?",,,,,
2557,,,Werden die Belange des Denkmalschutzes berücksichtigt?,,,,,
1987,,,Werden die bewilligten Maßnahmen durch Fachfirmen ausgeführt?,,,,,
2536,,,Werden die energetischen Anforderungen an den Passivhaus-Standard eingehalten?,,,,,
2457,,,Werden die Förderbedingungen und Technischen Mindestanforderungen (TMA) der BEG EM eingehalten?,,,,,
1664,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
1679,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
1707,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
1720,,,Werden die geförderten Anlagen oder energetisch optimierten Gebäudeteile mindestens 10 Jahre zweckentsprechend genutzt?,,,,,
